topology,algorithm,link sec ratio,num of calls,load,round,block_rate(t),block_rate(0),block_rate(1),block_rate(2),hop,link utilization,overused bw,security deviation (t),security deviation (0),security deviation (1),security deviation (2),exposure ratio(t),exposure ratio(0),exposure ratio(1),exposure ratio(2)
NSFNET,    CF_STC,   0.600, 10000.000,  650.000,    2.000,   16.960,    5.808,    5.819,   44.093,    3.582,   88.252, 54410.000,    0.317,    0.519,    0.231,    0.000,   37.311,   69.810,   15.585,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  650.000,    3.000,   16.750,    4.722,    4.733,   45.128,    3.594,   89.948, 57240.000,    0.328,    0.533,    0.235,    0.000,   37.586,   69.100,   15.665,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  650.000,    4.000,   17.940,    5.838,    5.952,   45.586,    3.529,   90.597, 53510.000,    0.324,    0.530,    0.244,    0.000,   36.586,   68.395,   16.343,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  650.000,    5.000,   17.060,    5.312,    4.875,   44.975,    3.558,   89.385, 53750.000,    0.318,    0.525,    0.226,    0.000,   36.948,   69.388,   15.086,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  650.000,    6.000,   17.110,    5.411,    5.105,   44.294,    3.570,   88.967, 53710.000,    0.315,    0.523,    0.223,    0.000,   36.854,   69.556,   14.841,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  650.000,    7.000,   16.570,    5.113,    5.263,   44.076,    3.581,   87.114, 55870.000,    0.314,    0.521,    0.211,    0.000,   37.376,   69.982,   13.929,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  650.000,    8.000,   17.680,    5.242,    5.048,   45.782,    3.530,   88.522, 54670.000,    0.320,    0.528,    0.228,    0.000,   37.083,   69.093,   15.547,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  650.000,    9.000,   17.360,    5.096,    5.113,   45.890,    3.620,   88.511, 55750.000,    0.320,    0.527,    0.223,    0.000,   37.214,   69.534,   14.564,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  650.000,   10.000,   16.870,    4.880,    5.263,   44.954,    3.565,   88.855, 53840.000,    0.314,    0.520,    0.218,    0.000,   37.172,   70.317,   14.117,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  700.000,    1.000,   22.540,   11.040,    8.933,   52.822,    3.518,   92.636, 54200.000,    0.348,    0.548,    0.262,    0.000,   37.196,   66.155,   17.970,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  700.000,    2.000,   20.740,    8.143,    7.811,   51.591,    3.561,   92.319, 54440.000,    0.335,    0.535,    0.246,    0.000,   37.079,   67.569,   16.431,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  700.000,    3.000,   19.600,    6.947,    6.820,   49.983,    3.529,   91.625, 54760.000,    0.343,    0.535,    0.264,    0.000,   38.058,   67.479,   18.564,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  700.000,    4.000,   21.580,    8.983,    9.269,   50.956,    3.548,   91.618, 56020.000,    0.349,    0.549,    0.265,    0.000,   37.364,   66.166,   18.198,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  700.000,    5.000,   21.280,    9.178,    9.568,   49.983,    3.523,   92.541, 54940.000,    0.340,    0.541,    0.252,    0.000,   37.240,   67.024,   17.061,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  700.000,    6.000,   19.980,    6.795,    7.208,   49.917,    3.550,   90.469, 55040.000,    0.336,    0.533,    0.255,    0.000,   37.695,   68.010,   17.645,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  700.000,    7.000,   20.870,    8.699,    9.383,   48.423,    3.539,   91.380, 54690.000,    0.333,    0.535,    0.247,    0.000,   37.121,   67.512,   16.832,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  700.000,    8.000,   21.250,    9.239,    9.144,   49.983,    3.521,   91.150, 54140.000,    0.339,    0.542,    0.254,    0.000,   36.894,   66.810,   17.622,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  700.000,    9.000,   22.140,   10.157,    9.547,   51.389,    3.537,   92.258, 52360.000,    0.346,    0.542,    0.274,    0.000,   37.326,   66.860,   18.916,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  700.000,   10.000,   20.860,    7.656,    8.168,   51.460,    3.548,   91.634, 55590.000,    0.348,    0.544,    0.269,    0.000,   37.712,   66.779,   18.714,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  750.000,    1.000,   24.420,   10.643,   11.623,   54.910,    3.525,   94.262, 52380.000,    0.356,    0.545,    0.293,    0.000,   37.730,   66.014,   20.139,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  750.000,    2.000,   23.240,    9.813,   10.131,   53.312,    3.527,   92.668, 52900.000,    0.350,    0.542,    0.280,    0.000,   37.794,   66.756,   19.271,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  750.000,    3.000,   23.370,    9.716,   10.595,   53.057,    3.479,   93.792, 54720.000,    0.345,    0.544,    0.263,    0.000,   37.223,   66.026,   18.278,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  750.000,    4.000,   24.210,   10.983,   11.268,   54.101,    3.520,   92.921, 52080.000,    0.349,    0.537,    0.280,    0.000,   38.036,   66.834,   19.540,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  750.000,    5.000,   23.490,   10.312,   10.116,   53.740,    3.520,   92.541, 52870.000,    0.350,    0.548,    0.273,    0.000,   37.298,   66.294,   18.766,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  750.000,    6.000,   23.150,   10.513,   10.047,   53.628,    3.487,   91.874, 52820.000,    0.347,    0.540,    0.263,    0.000,   37.837,   66.723,   17.880,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  750.000,    7.000,   24.160,   10.520,   11.050,   54.923,    3.492,   93.362, 54030.000,    0.358,    0.551,    0.277,    0.000,   37.744,   65.513,   19.009,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  750.000,    8.000,   23.680,   11.586,    9.667,   53.525,    3.498,   92.954, 52210.000,    0.350,    0.547,    0.275,    0.000,   37.068,   65.805,   18.968,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  750.000,    9.000,   23.810,   10.882,   10.942,   52.949,    3.512,   93.702, 53710.000,    0.350,    0.548,    0.269,    0.000,   37.439,   66.215,   18.295,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  750.000,   10.000,   23.980,   10.558,    9.475,   55.364,    3.511,   92.326, 52230.000,    0.349,    0.538,    0.276,    0.000,   37.869,   66.805,   18.763,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  800.000,    1.000,   26.070,   12.893,   11.677,   57.811,    3.470,   93.880, 53130.000,    0.362,    0.558,    0.280,    0.000,   37.351,   64.830,   19.372,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  800.000,    2.000,   26.460,   13.200,   14.199,   57.337,    3.476,   95.003, 54550.000,    0.369,    0.561,    0.284,    0.000,   37.829,   64.091,   19.847,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  800.000,    3.000,   27.230,   14.347,   14.699,   57.033,    3.465,   94.216, 51290.000,    0.361,    0.551,    0.292,    0.000,   37.884,   65.370,   20.670,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  800.000,    4.000,   26.780,   13.708,   14.022,   56.456,    3.446,   93.842, 51830.000,    0.361,    0.555,    0.285,    0.000,   37.422,   64.448,   20.483,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  800.000,    5.000,   26.600,   13.975,   14.153,   55.614,    3.474,   93.469, 51780.000,    0.360,    0.551,    0.294,    0.000,   37.639,   65.255,   20.857,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  800.000,    6.000,   27.030,   13.956,   14.702,   57.081,    3.453,   95.645, 52380.000,    0.367,    0.558,    0.291,    0.000,   37.611,   63.901,   20.670,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  800.000,    7.000,   25.690,   13.108,   12.800,   55.271,    3.450,   94.406, 49080.000,    0.350,    0.540,    0.288,    0.000,   37.355,   66.031,   20.423,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  800.000,    8.000,   26.450,   13.491,   14.025,   55.724,    3.473,   94.753, 51780.000,    0.363,    0.556,    0.292,    0.000,   37.671,   64.995,   20.285,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  800.000,    9.000,   26.890,   14.030,   13.855,   57.306,    3.482,   94.305, 51530.000,    0.356,    0.545,    0.284,    0.000,   37.668,   65.644,   19.675,    0.000
NSFNET,    CF_STC,   0.600, 10000.000,  800.000,   10.000,   27.910,   15.060,   15.240,   58.316,    3.451,   94.491, 50200.000,    0.365,    0.546,    0.301,    0.000,   38.338,   65.068,   21.390,    0.000

NSFNET,    CF,   0.600, 10000.000,   50.000,    1.000,   11.740,    0.000,    0.000,   38.492,    3.689,    7.806, 45300.000,    0.261,    0.453,    0.170,    0.000,   34.709,   72.488,    6.539,    0.000
NSFNET,    CF,   0.600, 10000.000,   50.000,    2.000,   10.870,    0.000,    0.000,   36.587,    3.690,    7.772, 49630.000,    0.265,    0.461,    0.166,    0.000,   32.567,   66.403,    7.063,    0.000
NSFNET,    CF,   0.600, 10000.000,   50.000,    3.000,    5.410,    0.000,    0.000,   17.784,    3.631,    8.056, 52920.000,    0.241,    0.504,    0.084,    0.000,   32.254,   72.954,    3.737,    0.000
NSFNET,    CF,   0.600, 10000.000,   50.000,    4.000,    7.730,    0.000,    0.000,   25.647,    3.579,    7.700, 46890.000,    0.239,    0.462,    0.113,    0.000,   34.742,   74.781,    5.509,    0.000
NSFNET,    CF,   0.600, 10000.000,   50.000,    5.000,    5.920,    0.000,    0.000,   19.499,    3.756,    8.478, 48770.000,    0.211,    0.433,    0.091,    0.000,   32.401,   73.427,    4.929,    0.000
NSFNET,    CF,   0.600, 10000.000,   50.000,    6.000,   18.380,    0.000,    0.000,   60.243,    3.716,    7.603, 48130.000,    0.319,    0.450,    0.269,    0.000,   45.662,   80.961,   15.723,    0.000
NSFNET,    CF,   0.600, 10000.000,   50.000,    7.000,   14.570,    0.000,    0.000,   48.102,    3.754,    7.742, 46480.000,    0.281,    0.446,    0.213,    0.000,   41.102,   81.578,   10.089,    0.000
NSFNET,    CF,   0.600, 10000.000,   50.000,    8.000,    5.580,    0.000,    0.000,   19.064,    3.565,    7.951, 52220.000,    0.231,    0.468,    0.092,    0.000,   28.032,   62.474,    3.426,    0.000
NSFNET,    CF,   0.600, 10000.000,   50.000,    9.000,   10.030,    0.000,    0.000,   33.367,    3.741,    7.847, 48260.000,    0.253,    0.462,    0.144,    0.000,   32.365,   68.889,    5.092,    0.000
NSFNET,    CF,   0.600, 10000.000,   50.000,   10.000,    5.980,    0.000,    0.000,   20.585,    3.741,    8.441, 56990.000,    0.248,    0.514,    0.085,    0.000,   28.149,   63.733,    2.450,    0.000
NSFNET,    CF,   0.600, 10000.000,  100.000,    1.000,    4.940,    0.000,    0.000,   16.672,    3.703,   16.534, 58220.000,    0.244,    0.526,    0.062,    0.000,   27.050,   61.589,    2.438,    0.000
NSFNET,    CF,   0.600, 10000.000,  100.000,    2.000,   13.130,    0.000,    0.000,   45.167,    3.793,   16.002, 49650.000,    0.292,    0.480,    0.192,    0.000,   42.065,   78.518,   14.810,    0.000
NSFNET,    CF,   0.600, 10000.000,  100.000,    3.000,    4.610,    0.000,    0.000,   15.707,    3.746,   17.156, 43160.000,    0.194,    0.403,    0.068,    0.000,   36.358,   82.244,    3.298,    0.000
NSFNET,    CF,   0.600, 10000.000,  100.000,    4.000,    8.570,    0.000,    0.000,   28.219,    3.531,   15.274, 52110.000,    0.256,    0.502,    0.121,    0.000,   26.114,   57.953,    3.611,    0.000
NSFNET,    CF,   0.600, 10000.000,  100.000,    5.000,    4.850,    0.000,    0.000,   16.113,    3.497,   15.609, 49690.000,    0.219,    0.478,    0.072,    0.000,   25.314,   59.950,    2.303,    0.000
NSFNET,    CF,   0.600, 10000.000,  100.000,    6.000,    5.050,    0.000,    0.000,   16.650,    3.587,   16.995, 52890.000,    0.235,    0.496,    0.079,    0.000,   27.693,   63.589,    2.357,    0.000
NSFNET,    CF,   0.600, 10000.000,  100.000,    7.000,    5.250,    0.000,    0.000,   17.924,    3.629,   16.459, 53280.000,    0.241,    0.499,    0.080,    0.000,   32.180,   71.981,    3.410,    0.000
NSFNET,    CF,   0.600, 10000.000,  100.000,    8.000,    8.100,    0.000,    0.000,   27.806,    3.533,   14.965, 43260.000,    0.228,    0.420,    0.131,    0.000,   33.844,   73.394,    4.808,    0.000
NSFNET,    CF,   0.600, 10000.000,  100.000,    9.000,   14.040,    0.000,    0.000,   46.660,    3.640,   15.002, 43660.000,    0.281,    0.443,    0.209,    0.000,   43.024,   81.022,   13.744,    0.000
NSFNET,    CF,   0.600, 10000.000,  100.000,   10.000,    7.750,    0.000,    0.000,   25.645,    3.632,   15.024, 48480.000,    0.242,    0.475,    0.111,    0.000,   33.406,   73.136,    4.857,    0.000
NSFNET,    CF,   0.600, 10000.000,  150.000,    1.000,   15.020,    0.000,    0.000,   51.597,    3.950,   23.963, 47660.000,    0.286,    0.437,    0.218,    0.000,   41.005,   78.852,    9.828,    0.000
NSFNET,    CF,   0.600, 10000.000,  150.000,    2.000,   14.840,    0.000,    0.000,   50.528,    3.716,   23.192, 56300.000,    0.317,    0.508,    0.213,    0.000,   33.785,   64.347,    8.830,    0.000
NSFNET,    CF,   0.600, 10000.000,  150.000,    3.000,    9.970,    0.000,    0.000,   33.046,    3.630,   23.029, 55930.000,    0.284,    0.524,    0.150,    0.000,   33.935,   70.352,    7.109,    0.000
NSFNET,    CF,   0.600, 10000.000,  150.000,    4.000,   15.390,    0.000,    0.000,   51.958,    3.810,   23.308, 49640.000,    0.305,    0.469,    0.232,    0.000,   42.232,   79.278,   13.455,    0.000
NSFNET,    CF,   0.600, 10000.000,  150.000,    5.000,    7.240,    0.000,    0.000,   24.182,    3.585,   24.711, 41040.000,    0.206,    0.393,    0.113,    0.000,   36.787,   80.823,    5.594,    0.000
NSFNET,    CF,   0.600, 10000.000,  150.000,    6.000,   15.660,    0.000,    0.000,   52.674,    3.663,   22.539, 46220.000,    0.284,    0.425,    0.228,    0.000,   42.764,   79.349,   13.579,    0.000
NSFNET,    CF,   0.600, 10000.000,  150.000,    7.000,    8.510,    0.000,    0.000,   27.657,    3.740,   23.310, 44970.000,    0.224,    0.423,    0.129,    0.000,   32.348,   72.196,    4.423,    0.000
NSFNET,    CF,   0.600, 10000.000,  150.000,    8.000,    3.890,    0.000,    0.000,   12.792,    3.652,   26.246, 47490.000,    0.204,    0.452,    0.053,    0.000,   32.023,   75.642,    2.204,    0.000
NSFNET,    CF,   0.600, 10000.000,  150.000,    9.000,    8.250,    0.000,    0.000,   28.448,    3.548,   22.970, 42730.000,    0.218,    0.391,    0.127,    0.000,   39.266,   82.219,    6.613,    0.000
NSFNET,    CF,   0.600, 10000.000,  150.000,   10.000,    7.060,    0.000,    0.000,   24.014,    3.587,   24.566, 48230.000,    0.235,    0.467,    0.106,    0.000,   28.998,   64.860,    3.430,    0.000
NSFNET,    CF,   0.600, 10000.000,  200.000,    1.000,   17.490,    0.000,    0.000,   57.382,    3.721,   29.624, 43290.000,    0.303,    0.435,    0.259,    0.000,   41.245,   73.434,   16.453,    0.000
NSFNET,    CF,   0.600, 10000.000,  200.000,    2.000,    4.310,    0.000,    0.000,   14.391,    3.500,   31.059, 45440.000,    0.194,    0.416,    0.062,    0.000,   30.615,   71.598,    1.461,    0.000
NSFNET,    CF,   0.600, 10000.000,  200.000,    3.000,    6.030,    0.000,    0.000,   19.635,    3.660,   31.418, 45370.000,    0.201,    0.414,    0.083,    0.000,   33.807,   76.597,    4.909,    0.000
NSFNET,    CF,   0.600, 10000.000,  200.000,    4.000,    4.470,    0.000,    0.000,   15.005,    3.338,   30.795, 38120.000,    0.181,    0.379,    0.067,    0.000,   34.169,   78.529,    3.449,    0.000
NSFNET,    CF,   0.600, 10000.000,  200.000,    5.000,    8.440,    0.000,    0.000,   28.446,    3.683,   31.254, 41920.000,    0.210,    0.387,    0.119,    0.000,   39.234,   83.848,    6.247,    0.000
NSFNET,    CF,   0.600, 10000.000,  200.000,    6.000,   13.680,    0.000,    0.000,   46.154,    3.907,   33.946, 50820.000,    0.284,    0.453,    0.204,    0.000,   40.278,   77.295,   10.434,    0.000
NSFNET,    CF,   0.600, 10000.000,  200.000,    7.000,   11.160,    0.000,    0.000,   37.908,    3.662,   30.459, 48740.000,    0.269,    0.466,    0.175,    0.000,   34.079,   70.273,    7.458,    0.000
NSFNET,    CF,   0.600, 10000.000,  200.000,    8.000,   14.130,    0.000,    0.000,   47.116,    3.687,   29.639, 54500.000,    0.298,    0.483,    0.208,    0.000,   33.539,   65.081,    8.827,    0.000
NSFNET,    CF,   0.600, 10000.000,  200.000,    9.000,    4.850,    0.000,    0.000,   16.204,    3.642,   33.778, 49190.000,    0.208,    0.432,    0.073,    0.000,   33.350,   75.884,    2.912,    0.000
NSFNET,    CF,   0.600, 10000.000,  200.000,   10.000,    6.030,    0.000,    0.000,   19.842,    3.591,   30.467, 31940.000,    0.168,    0.323,    0.097,    0.000,   36.819,   83.617,    4.264,    0.000
NSFNET,    CF,   0.600, 10000.000,  250.000,    1.000,    6.550,    0.000,    0.000,   21.826,    3.688,   42.048, 52490.000,    0.250,    0.523,    0.086,    0.000,   27.670,   63.000,    2.536,    0.000
NSFNET,    CF,   0.600, 10000.000,  250.000,    2.000,    7.480,    0.000,    0.000,   25.126,    3.521,   38.741, 44120.000,    0.236,    0.462,    0.118,    0.000,   35.984,   78.730,    7.694,    0.000
NSFNET,    CF,   0.600, 10000.000,  250.000,    3.000,    8.260,    0.000,    0.000,   27.607,    3.658,   40.066, 51080.000,    0.256,    0.500,    0.118,    0.000,   35.535,   77.896,    5.153,    0.000
NSFNET,    CF,   0.600, 10000.000,  250.000,    4.000,    7.980,    0.000,    0.000,   26.609,    3.768,   41.260, 46410.000,    0.231,    0.444,    0.120,    0.000,   34.538,   75.681,    5.775,    0.000
NSFNET,    CF,   0.600, 10000.000,  250.000,    5.000,    5.210,    0.000,    0.000,   16.726,    3.711,   40.243, 58420.000,    0.231,    0.502,    0.072,    0.000,   21.445,   50.904,    1.159,    0.000
NSFNET,    CF,   0.600, 10000.000,  250.000,    6.000,    5.230,    0.000,    0.000,   17.486,    3.582,   41.744, 43300.000,    0.202,    0.420,    0.085,    0.000,   32.547,   74.431,    5.042,    0.000
NSFNET,    CF,   0.600, 10000.000,  250.000,    7.000,    3.730,    0.000,    0.000,   12.584,    3.576,   42.176, 48200.000,    0.208,    0.453,    0.050,    0.000,   33.437,   76.739,    3.003,    0.000
NSFNET,    CF,   0.600, 10000.000,  250.000,    8.000,    8.070,    0.000,    0.000,   26.678,    3.495,   38.360, 35400.000,    0.183,    0.327,    0.129,    0.000,   37.976,   83.622,    5.780,    0.000
NSFNET,    CF,   0.600, 10000.000,  250.000,    9.000,    6.820,    0.000,    0.000,   23.300,    3.579,   41.050, 49800.000,    0.230,    0.450,    0.112,    0.000,   33.602,   74.031,    5.815,    0.000
NSFNET,    CF,   0.600, 10000.000,  250.000,   10.000,   18.770,    0.000,    0.000,   62.483,    3.709,   35.637, 46550.000,    0.324,    0.454,    0.274,    0.000,   40.941,   74.476,   11.944,    0.000
NSFNET,    CF,   0.600, 10000.000,  300.000,    1.000,    5.040,    0.000,    0.000,   16.890,    3.602,   47.404, 47330.000,    0.202,    0.427,    0.064,    0.000,   35.810,   80.925,    3.915,    0.000
NSFNET,    CF,   0.600, 10000.000,  300.000,    2.000,    4.240,    0.000,    0.000,   14.143,    3.563,   48.254, 48060.000,    0.199,    0.426,    0.063,    0.000,   32.453,   74.843,    2.788,    0.000
NSFNET,    CF,   0.600, 10000.000,  300.000,    3.000,    4.380,    0.000,    0.000,   14.417,    3.553,   47.340, 42070.000,    0.179,    0.379,    0.066,    0.000,   31.322,   73.132,    2.663,    0.000
NSFNET,    CF,   0.600, 10000.000,  300.000,    4.000,   11.360,    0.000,    0.000,   38.653,    3.460,   43.640, 41680.000,    0.246,    0.409,    0.175,    0.000,   32.359,   66.815,    5.754,    0.000
NSFNET,    CF,   0.600, 10000.000,  300.000,    5.000,    5.340,    0.077,    0.066,   17.098,    3.553,   48.412, 49760.000,    0.226,    0.494,    0.075,    0.000,   32.256,   75.335,    4.526,    0.000
NSFNET,    CF,   0.600, 10000.000,  300.000,    6.000,    8.600,    0.000,    0.000,   28.430,    3.857,   51.051, 48380.000,    0.230,    0.432,    0.133,    0.000,   38.324,   81.741,    9.633,    0.000
NSFNET,    CF,   0.600, 10000.000,  300.000,    7.000,    9.100,    0.000,    0.000,   30.578,    3.591,   47.709, 47330.000,    0.254,    0.474,    0.139,    0.000,   31.704,   67.821,    5.797,    0.000
NSFNET,    CF,   0.600, 10000.000,  300.000,    8.000,   14.430,    0.000,    0.000,   47.687,    3.629,   42.950, 54990.000,    0.319,    0.530,    0.206,    0.000,   31.233,   61.669,    7.050,    0.000
NSFNET,    CF,   0.600, 10000.000,  300.000,    9.000,   15.600,    0.000,    0.000,   53.738,    3.707,   43.165, 52940.000,    0.327,    0.497,    0.243,    0.000,   35.339,   66.712,    8.969,    0.000
NSFNET,    CF,   0.600, 10000.000,  300.000,   10.000,    8.490,    0.000,    0.000,   28.253,    3.578,   45.616, 43040.000,    0.211,    0.386,    0.129,    0.000,   40.176,   84.692,    9.164,    0.000
NSFNET,    CF,   0.600, 10000.000,  350.000,    1.000,    8.720,    0.000,    0.000,   28.487,    3.476,   51.505, 51540.000,    0.262,    0.512,    0.122,    0.000,   26.252,   57.881,    3.202,    0.000
NSFNET,    CF,   0.600, 10000.000,  350.000,    2.000,    4.390,    0.000,    0.000,   14.609,    3.584,   59.249, 50030.000,    0.218,    0.475,    0.063,    0.000,   29.767,   70.081,    1.861,    0.000
NSFNET,    CF,   0.600, 10000.000,  350.000,    3.000,    6.040,    0.000,    0.000,   20.040,    3.575,   55.999, 54970.000,    0.250,    0.520,    0.087,    0.000,   27.740,   62.595,    3.038,    0.000
NSFNET,    CF,   0.600, 10000.000,  350.000,    4.000,    5.030,    0.000,    0.000,   16.902,    3.528,   55.760, 41280.000,    0.194,    0.402,    0.075,    0.000,   38.080,   85.787,    5.290,    0.000
NSFNET,    CF,   0.600, 10000.000,  350.000,    5.000,    9.060,    0.000,    0.000,   30.608,    3.571,   53.707, 48160.000,    0.251,    0.462,    0.135,    0.000,   36.310,   76.023,    6.577,    0.000
NSFNET,    CF,   0.600, 10000.000,  350.000,    6.000,    8.300,    0.000,    0.000,   26.535,    3.704,   56.764, 46130.000,    0.237,    0.464,    0.118,    0.000,   30.560,   68.250,    3.841,    0.000
NSFNET,    CF,   0.600, 10000.000,  350.000,    7.000,   11.410,    0.000,    0.000,   38.379,    3.641,   53.165, 48890.000,    0.260,    0.443,    0.179,    0.000,   30.744,   63.843,    6.316,    0.000
NSFNET,    CF,   0.600, 10000.000,  350.000,    8.000,    5.600,    0.000,    0.034,   18.892,    3.717,   60.460, 52250.000,    0.228,    0.466,    0.086,    0.000,   35.372,   78.006,    5.508,    0.000
NSFNET,    CF,   0.600, 10000.000,  350.000,    9.000,   11.220,    0.000,    0.000,   37.525,    3.586,   51.766, 49310.000,    0.267,    0.475,    0.155,    0.000,   34.379,   70.577,    7.062,    0.000
NSFNET,    CF,   0.600, 10000.000,  350.000,   10.000,    8.680,    0.000,    0.000,   28.487,    3.652,   54.761, 51520.000,    0.241,    0.465,    0.120,    0.000,   32.133,   70.773,    4.204,    0.000
NSFNET,    CF,   0.600, 10000.000,  400.000,    1.000,   13.870,    0.000,    0.000,   46.528,    3.833,   62.321, 48750.000,    0.283,    0.448,    0.214,    0.000,   42.306,   79.222,   15.605,    0.000
NSFNET,    CF,   0.600, 10000.000,  400.000,    2.000,   16.430,    0.000,    0.000,   54.676,    3.728,   59.081, 54140.000,    0.319,    0.497,    0.225,    0.000,   32.803,   62.937,    6.857,    0.000
NSFNET,    CF,   0.600, 10000.000,  400.000,    3.000,   11.060,    0.051,    0.000,   36.874,    3.542,   59.289, 54240.000,    0.284,    0.513,    0.164,    0.000,   26.854,   56.784,    4.694,    0.000
NSFNET,    CF,   0.600, 10000.000,  400.000,    4.000,    8.520,    0.000,    0.000,   28.296,    3.505,   61.080, 40210.000,    0.217,    0.397,    0.127,    0.000,   30.132,   65.200,    3.607,    0.000
NSFNET,    CF,   0.600, 10000.000,  400.000,    5.000,   14.670,    0.000,    0.000,   49.695,    3.802,   61.662, 48000.000,    0.276,    0.428,    0.212,    0.000,   38.835,   73.751,   12.054,    0.000
NSFNET,    CF,   0.600, 10000.000,  400.000,    6.000,   10.520,    0.000,    0.033,   35.507,    3.668,   62.460, 49040.000,    0.261,    0.454,    0.165,    0.000,   37.515,   74.738,   11.060,    0.000
NSFNET,    CF,   0.600, 10000.000,  400.000,    7.000,   11.760,    0.050,    0.000,   39.743,    3.709,   61.581, 49240.000,    0.271,    0.474,    0.168,    0.000,   35.471,   70.725,   10.637,    0.000
NSFNET,    CF,   0.600, 10000.000,  400.000,    8.000,    8.840,    0.000,    0.000,   28.443,    3.468,   59.006, 43450.000,    0.226,    0.425,    0.131,    0.000,   33.408,   72.591,    6.144,    0.000
NSFNET,    CF,   0.600, 10000.000,  400.000,    9.000,   14.740,    0.000,    0.000,   49.364,    3.735,   60.285, 45400.000,    0.269,    0.403,    0.223,    0.000,   42.265,   81.315,   10.324,    0.000
NSFNET,    CF,   0.600, 10000.000,  400.000,   10.000,   18.270,    0.000,    0.000,   59.745,    3.723,   55.263, 44560.000,    0.320,    0.464,    0.264,    0.000,   45.338,   80.049,   18.962,    0.000
NSFNET,    CF,   0.600, 10000.000,  450.000,    1.000,    6.340,    0.051,    0.033,   20.929,    3.659,   73.827, 49590.000,    0.221,    0.440,    0.111,    0.000,   33.488,   74.862,    6.279,    0.000
NSFNET,    CF,   0.600, 10000.000,  450.000,    2.000,   11.790,    0.075,    0.167,   38.904,    3.723,   71.221, 48940.000,    0.253,    0.425,    0.178,    0.000,   34.350,   70.752,    6.833,    0.000
NSFNET,    CF,   0.600, 10000.000,  450.000,    3.000,   14.170,    0.000,    0.000,   47.936,    3.778,   68.092, 52900.000,    0.301,    0.484,    0.204,    0.000,   41.408,   76.568,   14.385,    0.000
NSFNET,    CF,   0.600, 10000.000,  450.000,    4.000,   15.580,    0.000,    0.000,   51.709,    3.765,   66.568, 55850.000,    0.330,    0.527,    0.231,    0.000,   36.537,   66.738,   14.311,    0.000
NSFNET,    CF,   0.600, 10000.000,  450.000,    5.000,    8.780,    0.000,    0.000,   28.901,    3.620,   69.045, 51220.000,    0.263,    0.502,    0.137,    0.000,   38.042,   79.735,   10.484,    0.000
NSFNET,    CF,   0.600, 10000.000,  450.000,    6.000,   10.210,    0.855,    0.755,   32.382,    3.471,   68.214, 43560.000,    0.238,    0.431,    0.146,    0.000,   33.261,   70.596,    6.732,    0.000
NSFNET,    CF,   0.600, 10000.000,  450.000,    7.000,   11.380,    0.000,    0.065,   39.240,    3.723,   67.937, 50750.000,    0.274,    0.467,    0.176,    0.000,   39.157,   77.389,   10.999,    0.000
NSFNET,    CF,   0.600, 10000.000,  450.000,    8.000,   10.960,    0.815,    0.905,   33.582,    3.653,   69.365, 41510.000,    0.224,    0.390,    0.162,    0.000,   38.279,   79.843,   10.090,    0.000
NSFNET,    CF,   0.600, 10000.000,  450.000,    9.000,    8.930,    0.000,    0.033,   29.733,    3.464,   65.984, 52630.000,    0.266,    0.504,    0.138,    0.000,   25.623,   55.787,    3.835,    0.000
